구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
동작구|26646835|카페퍼블리코 본점|3.7|24건|서울 동작구 상도로 47 헬로우빌딩 1,2층|영업시간&매일 11:00 ~ 21:00|02-815-4000|www.caffepublico.com|#카페 #분위기좋은 #브런치카페|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 아인슈페너 가격: 6,000&메뉴 이름: 허니 자몽 블랙티 가격: 5,500&메뉴 이름: 토마토 모짜렐라 파니니 가격: 8,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF319FBDA803246E0B635565DB4F360A1
동작구|19392595|페니힐스|3.7|40건|서울 동작구 동작대로1길 10-14 1층|영업시간&매일 12:00 ~ 21:00 (3층 운영시간 - 13:00~21:00)||instagram.com/penny_hills|#커피전문점 #로스팅전문 #브런치카페 #빈티지분위기 #핸드드립전문점 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 바닐라라떼 가격: 5,000&메뉴 이름: 자몽티 가격: 5,500&메뉴 이름: 자몽에이드 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC45A7535C9D247869DCFF5B290D790D2
동작구|26603579|세녹|2.7|41건|서울 동작구 사당로 304|영업시간&매일 00:00 ~ 24:00|02-597-8001||#카페 #24시간카페 #루프탑있는 #브런치카페 #스터디카페 #이국적인 #제로페이|메뉴 이름: 아메리카노 가격: 5,000&메뉴 이름: 카페라떼 가격: 5,500&메뉴 이름: 초코라떼 가격: 6,000&메뉴 이름: 쿠키앤히어로 가격: 7,000&메뉴 이름: 죠리퐁프라떼 가격: 7,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6F74B52032D4489DB8822B1E6AA8F52D
동작구|202438281|뚜스뚜스 흑석역점|3.4|23건|서울 동작구 현충로 75 1층|영업시간&매일 08:00 ~ 24:00|02-3664-9000||#카페 #베이커리카페 #브런치카페 #카카오페이 #제로페이|메뉴 이름: Americano (12oz) 가격: 4,000&메뉴 이름: Longblack (12oz) 가격: 4,000&메뉴 이름: Cafe Latte (12oz) 가격: 4,500&메뉴 이름: Vanilla Latte (12oz) 가격: 5,000&메뉴 이름: Hazelnut Latte (12oz) 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C30153B2B41464DBEB1D0CDA04B7498
동작구|825283133|머치커피|4.4|21건|서울 동작구 동작대로9길 43 1층|영업시간&매일 11:00 ~ 21:00|0507-1320-2726|www.instagram.com/muchcoffee_official|#카페 #감성카페 #로스팅전문 #북카페 #애견동반식당|메뉴 이름: 너티 크림 모카 가격: 6,500&메뉴 이름: 아메리카노 가격: 3,900&메뉴 이름: 카페 라떼 가격: 4,600&메뉴 이름: 아인슈페너 가격: 5,200|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F60FDB3F5B4304A378D4F1A7D9B2B7982
동작구|273270660|디피스트|4.8|25건|서울 동작구 동작대로27길 31 2층|영업시간&월,화,수,금,토,일 11:00 ~ 23:00&휴무일&목요일|02-536-6234|www.instagram.com/deepest_coffee|#커피전문점 #분위기좋은|메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 라떼 가격: 4,000&메뉴 이름: 카카오 카푸치노 가격: 4,000&메뉴 이름: Black Coffee 가격: 5,000&메뉴 이름: Cafe Lait (Hot) 가격: 5,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1743104138
동작구|487386016|카페모펀|4.5|4건|서울 동작구 동작대로3길 6|영업시간&연중무휴|070-4236-9371||#카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF8424EEC942243468BF650C42B83708B
동작구|14352981|펠어커피 상도점|4.1|14건|서울 동작구 상도로41가길 12 1층|영업시간&화~토 10:00 ~ 21:00&일 11:30 ~ 17:30&(임시운영)&휴무일&월요일|070-8879-8585|fellacoffee.co.kr|#카페 #로스팅전문 #분위기좋은 #수제초콜릿 #제로페이|메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 콜드브루 가격: 4,000&메뉴 이름: 라떼 가격: 4,000&메뉴 이름: 유기농제주말차티 가격: 4,000&메뉴 이름: 오가닉허브레몬티 가격: 4,200|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1133058170
동작구|604924026|파니모들|4.3|22건|서울 동작구 동작대로 153|공휴일&11:00 ~ 22:30&라스트오더 ~ 22:00&영업시간&월,화,목,금 08:00 ~ 22:30&토,일 11:00 ~ 22:30&휴무일&수요일|070-7607-8252|www.instagram.com/panimodle|#카페 #감성카페 #디저트카페 #분위기좋은 #수제디저트 #애견동반식당 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 밀크쉐이크 (ICE) 가격: 5,500&메뉴 이름: 밀크티 가격: 5,500&메뉴 이름: 당근 찹즙쥬스 (ICE) 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F581AD0CF37974D83B33B9A031FC61096
동작구|94881294|미학당|4.7|15건|서울 동작구 사당로 56 2층|영업시간&화~토 09:00 ~ 16:00&휴무일&월,일요일|02-816-0301|www.instagram.com/mihakdang|#카페 #디저트카페 #분위기좋은 #제로페이|메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 바닐라라떼 가격: 4,500&메뉴 이름: 피스타치오비엔나(ICE) 가격: 4,500&메뉴 이름: 로얄밀크티 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA6CC442734EA492FBA24A96C594CB9D4
