구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
은평구|670102239|1인1잔|3.6|67건|서울 은평구 연서로 534 1,2층|영업시간&화~일 10:00 ~ 21:00&휴무일&월요일|02-355-1111||#카페 #데이트코스 #루프탑있는|메뉴 이름: 아메리카노(HOT) 가격: 5,000&메뉴 이름: 아메리카노(ICE) 가격: 5,500&메뉴 이름: 카푸치노(HOT) 가격: 5,500&메뉴 이름: 카푸치노(ICE) 가격: 6,000&메뉴 이름: 카페라떼(HOT) 가격: 5,500&메뉴 이름: 카페라떼(ICE) 가격: 6,000&메뉴 이름: 카페모카(HOT) 가격: 5,500&메뉴 이름: 카페모카(ICE) 가격: 6,000&메뉴 이름: 플랫화이트(HOT) 가격: 5,500&메뉴 이름: 플랫화이트(ICE) 가격: 6,000&메뉴 이름: 브라운플랫(HOT) 가격: 5,500&메뉴 이름: 브라운플랫(ICE) 가격: 6,000&메뉴 이름: 아인슈페너(ICE) 가격: 5,500&메뉴 이름: 아인슈페너(HOT) 가격: 6,000&메뉴 이름: 밀크티(HOT) 가격: 5,500&메뉴 이름: 밀크티(ICE) 가격: 6,000&메뉴 이름: 초코라떼(HOT) 가격: 5,500&메뉴 이름: 초코라떼(ICE) 가격: 6,000&메뉴 이름: 녹차라떼(HOT) 가격: 6,000&메뉴 이름: 녹차라떼(ICE) 가격: 6,500&메뉴 이름: 곡물라떼(HOT) 가격: 6,000&메뉴 이름: 곡물라떼(ICE) 가격: 6,500&메뉴 이름: 수제자몽차 가격: 6,000&메뉴 이름: 수제레몬차 가격: 6,000&메뉴 이름: 아이스티 복숭아 가격: 6,000&메뉴 이름: 시즌쥬스 가격: 7,000&메뉴 이름: 자몽에이드 가격: 7,000&메뉴 이름: 레몬에이드 가격: 7,000&메뉴 이름: 패션후르츠에이드 가격: 7,000&메뉴 이름: 자두에이드 가격: 7,000&|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F16DBEE0EE28F49C8992491C8A99A707B
은평구|566932126|카페뤽상부르|3.7|28건|서울 은평구 연서로25길 6-11 1층 2층|영업시간&매일 11:00 ~ 11:00|02-385-2846|www.instagram.com/cafe_luxembourg_seoul|#커피전문점 #데이트코스 #디저트카페 #제로페이|메뉴 이름: 아메리카노 가격: 4,300&메뉴 이름: 사발 아메리카노 가격: 5,800&메뉴 이름: 카페라떼 가격: 5,300&메뉴 이름: 생오렌지에이드 가격: 6,000&메뉴 이름: 초코라떼 가격: 5,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0743B1F51C844738A7DCEEDAC0FB36D8
은평구|514604405|롱브레드 은평한옥마을점|2.9|44건|서울 은평구 연서로 530 1, 2층|영업시간&월~토 10:00 ~ 21:00&일 10:00 ~ 20:00|02-352-7290|www.instagram.com/longbread_sandwich|#테마카페 #브런치카페 #카카오페이|메뉴 이름: 롱브레드 파니니 가격: 9,500&메뉴 이름: 에그 베네딕트 가격: 13,500&메뉴 이름: 쉬림프 로제 파스타 가격: 14,500&메뉴 이름: 연어 아보카도 샐러드 가격: 16,000&메뉴 이름: 프렌치 토스트 가격: 15,500&메뉴 이름: 아메리카노(HOT) 가격: 4,000|
은평구|841369143|근린커피|3.5|28건|서울 은평구 응암로21길 23|영업시간&매일 11:00 ~ 22:00&휴무일&연중무휴|070-7715-5300|www.instagram.com/glin__coffee|#카페 |메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 4,800&메뉴 이름: 근린라떼 가격: 5,300&메뉴 이름: 베리치즈 (ice) 가격: 4,000&메뉴 이름: 오렌지 에이드 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fef07910584c7c7d6b779805a9f87c28ed403dd6c
은평구|428776706|플로|4.6|37건|서울 은평구 서오릉로 20-1 1층|영업시간&월,화,목,금,토,일 11:00 ~ 22:00&휴무일&수요일&공휴일&이용시 주의 사항&1월 31일~ 2월2일 휴무|02-355-4862|www.instagram.com/flot_nokbeon|#카페 #빈티지분위기 #주택개조카페 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 라떼 가격: 4,500&메뉴 이름: 플로커피 가격: 5,500&메뉴 이름: 롱블랙 가격: 4,500&메뉴 이름: 플랫화이트 가격: 4,500&메뉴 이름: 바닐라빈라떼 가격: 5,500&메뉴 이름: 크림모카 가격: 6,000&메뉴 이름: tea 가격: 5,000&메뉴 이름: 루비플럼아이스티 가격: 6,000&메뉴 이름: 애플멜랑쥬 가격: 7,000|
은평구|1994915181|YM커피프로젝트|4.4|48건|서울 은평구 연서로29길 21-8|영업시간&월,수,목,금,토,일 13:00 ~ 23:00&휴무일&화요일|070-7767-0829|www.instagram.com/ymcoffeeproject|#카페 #데이트코스 #핸드드립전문점|메뉴 이름: 과테말라 산 로렌조 가격: 5,000&메뉴 이름: 비엔나 가격: 6,000&메뉴 이름: 뱅쇼 가격: 8,000&메뉴 이름: 모카비엔나 가격: 6,500&메뉴 이름: 하우스주스 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F17E696C2914D40C1A77B4277BFE3C481
은평구|1059714707|휴가|3.7|36건|서울 은평구 진관2로 19 휴먼프라자 3층|영업시간&매일 10:00 ~ 22:00|02-352-7400|huga.modoo.at|#카페 #데이트코스 #브런치카페 #수제맥주 #친목모임|메뉴 이름: 에스프레소 가격: 4,000&메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 콜드브루 가격: 5,000&메뉴 이름: 레몬에이드 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1814811411
은평구|1333160596|카페볼가심|3.5|23건|서울 은평구 진관길 10|영업시간&매일 10:00 ~ 21:00&매일 라스트오더 ~ 20:30&휴무일&연중무휴||www.instagram.com/cafe_volgasim|#카페 #제로페이|메뉴 이름: 아메리카노(HOT) 가격: 5,000&메뉴 이름: 카페라떼(HOT) 가격: 5,500&메뉴 이름: 얼그레이(HOT) 가격: 5,000&메뉴 이름: 매실차(HOT) 가격: 5,000&메뉴 이름: 밤라떼(HOT) 가격: 5,500|
은평구|293547899|선과점|4.4|12건|서울 은평구 갈현로7가길 11 1층|영업시간&수~일 13:00 ~ 20:30||www.instagram.com/seongwa_grocery|#카페 #핸드드립전문점 #제로페이|메뉴 이름: 에티오피아 가격: 5,000&메뉴 이름: 코스타리카 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7BD3B5FDF051488EBE0F200771E8C1EA
은평구|1722687087|823m|3.3|13건|서울 은평구 연서로29길 21-9 1층|영업시간&매일 12:00 ~ 24:00|02-2088-1823||#디저트카페 #감성카페 #데이트코스 #디저트카페|메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 823 밤라떼 가격: 5,800&메뉴 이름: 자몽쥬스 가격: 6,500&메뉴 이름: 베이글 with 크림치즈 가격: 4,000|
은평구|1884482168|1994양과점|0.0|0건|서울 은평구 연서로26길 9-5 도원빌딩 1층 101호|영업시간&월~금 12:30 ~ 19:30&토,일 12:00 ~ 18:00||1994cake.modoo.at|#디저트카페 #디저트카페 #레터링케이크 #수제디저트 #수제케이크 #케이크주문제작||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE7645DA08C744475B627A131EAFE1AAD
