구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
서대문구|273114016|콘하스 연희점|2.6|103건|서울 서대문구 연희로27길 99|영업시간&월~토 10:00 ~ 23:00&일 10:00 ~ 22:00|02-325-0792|www.instagram.com/conhascoffee_co.ltd|#카페 #주택개조카페|메뉴 이름: Ethiopia 가격: 6,000&메뉴 이름: Latte 가격: 6,300&메뉴 이름: Americano 가격: 5,800&메뉴 이름: Milk Tea 가격: 6,300&메뉴 이름: Only strawberry Juice 가격: 8,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F907B2DD9D496481BA386884AC0A7A218
서대문구|445165609|앤트러사이트 연희점|3.6|99건|서울 서대문구 연희로 135|영업시간&매일 09:00 ~ 22:00&휴무일&연중무휴|02-332-7650|www.anthracitecoffee.com|#커피전문점 #로스팅전문|메뉴 이름: 아메리카노 가격: 5,500&메뉴 이름: 카페 라떼 가격: 6,000&메뉴 이름: 플랫화이트 가격: 6,000&메뉴 이름: 바닐라 라떼 가격: 6,500&메뉴 이름: 브루잉 커피 가격: 6,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAB0CAC224DE84D07A63FEC4D3A9D354D
서대문구|1011256721|더파이홀|3.8|158건|서울 서대문구 연세로5나길 20 1층|영업시간&매일 11:00 ~ 23:00|02-334-1181|www.facebook.com/lovepiehole|#커피전문점 #데이트코스 #디저트카페 #제로페이|메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 로얄밀크티 가격: 6,500&메뉴 이름: 타이라임 (ICE) 가격: 6,000&메뉴 이름: 레몬에이드 가격: 6,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F73FBA9A99DEC4F7CABB823AF14207BBE
서대문구|21542432|매뉴팩트커피 연희본점|4.4|84건|서울 서대문구 연희로11길 29 2층|영업시간&월~토 09:00 ~ 18:00&휴무일&일요일|02-6406-8777|www.manufactcoffee.com|#카페 #로스팅전문 #핸드드립전문점|메뉴 이름: 에티오피아 가격: 5,000&메뉴 이름: 에스프레소 가격: 4,000&메뉴 이름: 코르따도 가격: 4,000&메뉴 이름: 롱블랙 가격: 4,000&메뉴 이름: 라떼 가격: 4,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F63486D0C72744AA1A7896ADD0B7C4FA8
서대문구|1467009878|스웨이커피스테이션|4.3|52건|서울 서대문구 연희로11길 61|영업시간&매일 11:00 ~ 22:00|02-6348-0061|www.instagram.com/sway_coffee_station|#카페 #앤틱한 #이국적인 #제로페이|메뉴 이름: Espresso 가격: 3,500&메뉴 이름: Long Black 가격: 5,000&메뉴 이름: Flat White 가격: 5,500&메뉴 이름: Latte 가격: 5,000&메뉴 이름: Sway Milk Tea 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4F1ED4C33E5A4E20A5C2A6A0769B41A5
서대문구|8122805|클로리스 신촌점|4.1|84건|서울 서대문구 연세로4길 38|영업시간&월~토 11:00 ~ 23:00&일 13:00 ~ 23:00&휴무일&연중무휴|02-392-7523|www.cafechloris.co.kr|#카페 #데이트코스 #소개팅 #제로페이|메뉴 이름: 클로리스가든 가격: 6,800&메뉴 이름: 민티멜로디 가격: 7,000&메뉴 이름: 루이보스 아일랜드 가격: 7,000&메뉴 이름: 모닝티 가격: 6,800&메뉴 이름: 진저피치 가격: 7,000&메뉴 이름: 아메리카노 가격: 5,500&메뉴 이름: 카페라떼 가격: 6,000|
서대문구|18826661|독수리다방|4.3|67건|서울 서대문구 연세로 36 독수리빌딩 8층|영업시간&월~금 11:00 ~ 24:00&일 11:00 ~ 23:00&공휴일&11:00 ~ 23:00|02-363-1222||#다방 #감성카페 #루프탑있는 #카카오페이 #제로페이|메뉴 이름: 블랙커피 가격: 5,800&메뉴 이름: 밀크커피 가격: 6,500&메뉴 이름: 다방커피 가격: 6,800&메뉴 이름: 비엔나커피 가격: 7,200&메뉴 이름: 더치커피 가격: 6,800|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4201AB3AD85F4C11ACFE9C6F0238062C
서대문구|1980694762|푸어링아웃|4.1|70건|서울 서대문구 연희로11나길 7-7|영업시간&매일 10:00 ~ 22:00||www.instagram.com/pourinlg_outl|#카페 #제로페이|메뉴 이름: BLACK 가격: 4,500&메뉴 이름: WHITE 가격: 4,800&메뉴 이름: SHAKERATO 가격: 5,500&메뉴 이름: COCOA 가격: 5,000&메뉴 이름: CLAMENTINE 가격: 5,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3FB02B748A7248BC98126526567E2259
서대문구|1711866094|빈플루|4.0|40건|서울 서대문구 응암로 118 1층|영업시간&매일 08:30 ~ 22:00 (테이크아웃 ~ 22:30)|02-373-0000|instagram.com/beanflu_official|#디저트카페 #24시간카페 #감성카페 #로스팅전문 #베이커리카페 #빈티지분위기|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페 라떼 가격: 4,500&메뉴 이름: 바닐라 라떼 가격: 5,500&메뉴 이름: 프리미엄 우유 가격: 4,500&메뉴 이름: 애플 티 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B8252F3BF0843E9B63288DCA0AF38C0
서대문구|205823441|로덴드론|4.1|45건|서울 서대문구 연희로25길 82|영업시간&매일 08:00 ~ 23:00|02-332-2288|blog.naver.com/wlsdndbwjd12|#커피전문점 #로스팅전문 #베이커리카페 #분위기좋은 #빈티지분위기 #제로페이|메뉴 이름: 아메리카노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 플랫화이트 가격: 6,000&메뉴 이름: 카모마일 허브티 가격: 6,500&메뉴 이름: 클래식 밀크티 가격: 6,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F946FA9FE19BC482CB846F3D870B0CE99
서대문구|27201991|하이드미플리즈|4.5|36건|서울 서대문구 통일로39나길 5 1층|영업시간&매일 11:00 ~ 22:00|02-394-2015|www.instagram.com/hide_me_plz|#디저트카페 #분위기좋은 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 바닐라라떼 가격: 4,800&메뉴 이름: 헤이즐넛라떼 가격: 4,800&메뉴 이름: 아포가또 가격: 4,500&메뉴 이름: 지글지글브라우니 가격: 9,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F002E75B48EF9438C9586410C510969D8
서대문구|569185007|롯지190|4.7|31건|서울 서대문구 홍제천로 190 1층|영업시간&수~일 12:00 ~ 22:00&휴무일&월,화요일||www.instagram.com/lodge190|#카페 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 라떼 가격: 4,500&메뉴 이름: 레몬에이드 가격: 5,000&메뉴 이름: 허니레몬티 가격: 5,000&|
서대문구|17434509|벙커1|4.3|54건|서울 서대문구 충정로 20|영업시간&매일 11:30 ~ 23:00&휴무일&토,일요일&공휴일|02-771-7707|www.bunker1.net|#카페 ||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F114F436D07434FD6A9FEDCA9757149BD
서대문구|19852273|호밀밭|4.2|80건|서울 서대문구 신촌역로 43|영업시간&매일 12:30 ~ 22:00&휴무일&화요일|02-392-5345||#카페 #카카오페이 #제로페이|메뉴 이름: 밀크빙수 가격: 6,500&메뉴 이름: 녹차빙수 가격: 6,900&메뉴 이름: 커피빙수 가격: 6,900&메뉴 이름: 아메리카노(HOT) 가격: 2,500&메뉴 이름: 카페라떼(HOT) 가격: 3,000|
서대문구|577825774|그릭데이 이대점|3.6|49건|서울 서대문구 신촌역로 22-8 1층|영업시간&월~금 09:30 ~ 20:00&토,일 11:00 ~ 20:00|02-363-9222|www.greekday.co.kr|#디저트카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F27433F3F573574AD27
서대문구|2038870116|카페미뇽 신촌점|3.3|27건|서울 서대문구 신촌로 87-12 1~5층|영업시간&매일 10:00 ~ 21:30|02-338-5553|www.quichemignon.co.kr|#디저트카페 #디저트카페|메뉴 이름: 에스프레소 가격: 4,500&메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 블랙티 가격: 6,000&메뉴 이름: 과일티 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA8D3B3A5086D42C7A263C8A5D30C96B8
