구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
강서구|1943025765|고양이정원|2.7|112건|서울 강서구 개화동로19길 18 1층|영업시간&월~금 11:00 ~ 01:00&토 10:30 ~ 01:00&일 10:30 ~ 21:00&휴무일&연중무휴|02-2665-4507|www.catlover-garden.com|#고양이카페 #고양이카페 #데이트코스||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F052DA572D1F340B4BE1119CF72066FD1
강서구|1688973510|카페우드진|3.7|27건|서울 강서구 마곡중앙6로 45 리더스퀘어마곡 1층 113호|영업시간&월~금 07:00 ~ 21:00&토,일 12:00 ~ 21:00|02-6052-0116|www.instagram.com/cafewoodjean_magok|#카페 #감성카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7603D210BE4F471693B10188D79FEAF7
강서구|23149226|뚜스뚜스 등촌점|3.0|51건|서울 강서구 공항대로45길 92 1층|영업시간&매일 07:00 ~ 01:00&휴무일&연중무휴|02-3663-0000|www.toustous.co.kr|#카페 #브런치카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB930885FE6F5432481441712468D5BBF
강서구|16682720|고양이똥|3.8|37건|서울 강서구 공항대로59가길 13|영업시간&월~금 10:30 ~ 22:30&토 11:00 ~ 22:30&일 11:00 ~ 22:00|02-6013-1281||#카페 #데이트코스 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F197851354DD627C706
강서구|851969193|브루클린커피|3.9|51건|서울 강서구 강서로52길 16 1층|영업시간&매일 07:00 ~ 23:00|02-3664-5595|www.instagram.com/brooklyncoffee_official|#커피전문점 #로스팅전문 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F643EC673E0BA4934A5D8CC241B84BDBA
강서구|1771238411|소장식물전|4.1|24건|서울 강서구 공항대로2길 36|영업시간&수~일 12:00 ~ 19:00&휴무일&월,화요일||www.instagram.com/sosiksosik|#카페 #감성카페 #빈티지분위기 #주택개조카페||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F62104892B24B497996E61715DED1EE19
강서구|837824252|고양이똥 3호점|3.7|19건|서울 강서구 공항대로45길 30 1층|영업시간&매일 09:00 ~ 22:00|02-2694-0285||#카페 #로스팅전문 #핸드드립전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF70AA3A940E9413195475B3BF91A9F80
강서구|27417322|브런치팩토리|3.3|24건|서울 강서구 마곡중앙로 36 마곡엠밸리15단지상가 102호|영업시간&매일 08:30 ~ 21:00|070-4136-2631||#디저트카페 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3E00118B11C540E58208B62E77A796CD
강서구|2117253986|헤리스헤이스|4.7|44건|서울 강서구 마곡동로3길 26 1층 103호|영업시간&월~금 09:00 ~ 18:00&토 10:00 ~ 17:00&휴무일&일요일&이용시 주의 사항&9월19일(일요일 하루 정상영업: 10am-5pm)추석 전날,당일 휴무|010-8863-9532|www.instagram.com/harrishuis|#커피전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F87AA9712F61E487381E0BCFAF3591D40
강서구|440767015|구도커피|4.7|33건|서울 강서구 등촌로35길 121 1,2층|영업시간&매일 11:00 ~ 21:00|02-6348-2460|www.instagram.com/gudocoffee|#커피전문점 #앤틱한 #핸드드립전문점||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7A9E19FA881E4258A482DEE4CD76E4B1
강서구|1606956635|이층창가|3.6|14건|서울 강서구 까치산로 46 2층|영업시간&화~토 12:00 ~ 21:00&일 12:00 ~ 18:00&휴무일&월요일|02-2603-3342||#디저트카페 #감성카페 #수제초콜릿 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F43D8F78090D04BEDAD8FCF1089BBCCBE
